,File Name,Latitude,Longitude,ImagePath,TestType,Temperature (°C),Conductivity (µS/cm),Salinity (PSS),Density (kg/m³)
149,CC2435009_20250519_171853,40.2719742,-106.8596831,data/profiles\profile_CC2435009_20250519_171853.png,cast,9.343859913053858,307.90826416015625,0.2118359960102738,999.9250700007126
150,CC2435009_20250519_172219,40.2718756,-106.8596502,,point,9.9054536819458,309.79058837890625,0.2100537832131994,999.8770558856752
151,CC2435009_20250519_172725,40.2717757,-106.8596677,,point,9.433306694030762,310.7240295410156,0.2133255638519983,999.9195556315927
152,CC2435009_20250519_173557,40.2741519,-106.8589254,data/profiles\profile_CC2435009_20250519_173557.png,cast,10.438222456429312,310.1316833496094,0.207407747093541,999.8261834684386
153,CC2435009_20250519_173742,40.2748746,-106.8578889,data/profiles\profile_CC2435009_20250519_173742.png,cast,10.559980908803476,310.2720390142141,0.2068545690619719,999.8141485914932
154,CC2435009_20250519_173901,40.2755173,-106.8578108,data/profiles\profile_CC2435009_20250519_173901.png,cast,10.569592696414404,310.2062137867933,0.206758415648292,999.8131489923448
155,CC2435009_20250519_174054,40.2759831,-106.8565891,data/profiles\profile_CC2435009_20250519_174054.png,cast,10.59185028076172,310.2525939941406,0.2066718593589642,999.8109365574892
156,CC2435009_20250519_174253,40.2766884,-106.8555103,data/profiles\profile_CC2435009_20250519_174253.png,cast,10.617269002705507,310.1933288574219,0.2064964314906302,999.8083417768664
157,CC2435009_20250519_174636,40.2784222,-106.8529511,data/profiles\profile_CC2435009_20250519_174636.png,cast,10.701387405395508,309.8689880371094,0.205830022440734,999.7996270397324
158,CC2435009_20250519_174916,40.2795357,-106.8520489,data/profiles\profile_CC2435009_20250519_174916.png,cast,10.72636604309082,309.0274963378906,0.205125143853327,999.7966232206512
159,CC2435009_20250519_181421,40.2756883,-106.8518049,data/profiles\profile_CC2435009_20250519_181421.png,cast,10.79986285229177,310.458984375,0.2057125143381515,999.789827676549
160,CC2435009_20250519_181800,40.2750265,-106.8511062,data/profiles\profile_CC2435009_20250519_181800.png,cast,10.797746658325195,310.2391967773437,0.2055742384220934,999.7899290375236
161,CC2435009_20250519_182038,40.2744099,-106.8505069,data/profiles\profile_CC2435009_20250519_182038.png,cast,10.692031860351562,309.6190795898437,0.2057090349240801,999.8004476070654
162,CC2435009_20250519_182316,40.2740052,-106.8500385,data/profiles\profile_CC2435009_20250519_182316.png,cast,10.717700159112391,310.22186279296875,0.2059843717295454,999.7981490385228
163,CC2435009_20250519_185748,40.2832754,-106.8540006,data/profiles\profile_CC2435009_20250519_185748.png,cast,10.719504356384276,309.3554992675781,0.2053846432972706,999.7975009156056
164,CC2435009_20250519_190629,40.2834476,-106.8537522,data/profiles\profile_CC2435009_20250519_190629.png,cast,10.767826085322328,309.51397705078125,0.2052383775609889,999.7926272579672
165,CC2435009_20250519_191035,40.2836196,-106.8534631,data/profiles\profile_CC2435009_20250519_191035.png,cast,10.738621135717285,308.8217163085937,0.2049206552269027,999.7952575245564
